NU_ANO;CO_CURSO;CO_IES;CO_CATEGAD;CO_ORGACAD;CO_GRUPO;CO_MODALIDADE;CO_MUNIC_CURSO;CO_UF_CURSO;CO_REGIAO_CURSO;QE_I04;QE_I05;QE_I06;QE_I07;QE_I08;QE_I09;QE_I10;QE_I11;QE_I12;QE_I13;ANO_FIM_EM;ANO_IN_GRAD;CO_TURNO_GRADUACAO;QE_I14;QE_I15;QE_I16;QE_I17;QE_I18;QE_I19;QE_I20;QE_I21;QE_I22;QE_I23;NU_ITEM_OFG;NU_ITEM_OFG_Z;NU_ITEM_OFG_X;NU_ITEM_OFG_N;NU_ITEM_OCE;NU_ITEM_OCE_Z;NU_ITEM_OCE_X;NU_ITEM_OCE_N;DS_VT_GAB_OFG_FIN;DS_VT_GAB_OCE_FIN;DS_VT_ESC_OFG;DS_VT_ACE_OFG;DS_VT_ESC_OCE;DS_VT_ACE_OCE;TP_PRES;TP_PR_GER;TP_PR_OB_FG;TP_PR_DI_FG;TP_PR_OB_CE;TP_PR_DI_CE;TP_SFG_D1;TP_SCE_D1;NT_GER;NT_FG;NT_OBJ_FG;NT_DIS_FG;NT_FG_D1;NT_FG_D1_PT;NT_FG_D1_CT;NT_CE;NT_OBJ_CE;NT_DIS_CE;NT_CE_D1;CO_RS_I1;CO_RS_I2;CO_RS_I3;CO_RS_I4;CO_RS_I5;CO_RS_I6;CO_RS_I7;CO_RS_I8;CO_RS_I9;QE_I24;QE_I25;QE_I26;QE_I27;QE_I28;QE_I29;QE_I30;QE_I31;QE_I32;QE_I33;QE_I34;QE_I35;QE_I36;QE_I37;QE_I38;QE_I39;QE_I40;QE_I41;QE_I42;QE_I43;QE_I44;QE_I45;QE_I46;QE_I47;QE_I48;QE_I49;QE_I50;QE_I51;QE_I52;QE_I53;QE_I54;QE_I55;QE_I56;QE_I57;QE_I58;QE_I59;QE_I60;QE_I61;QE_I62;QE_I63;QE_I64;QE_I65;QE_I66;QE_I67;QE_I68;TP_SEXO;NU_IDADE;QE_I01;QE_I02;QE_I03
2023;872;10;8;10028;6411;1;4106902;41;4;;;;;;;;;;;1991;2020;4;;;;;;;;;;;9;0;0;0;29;1;7;0;DDBAECABE;AAECBADB99ABD9D9EDD98C9DECA9B;;;;;222;222.0;222.0;222.0;222.0;222.0;222.0;222.0;;;;;;;;;;;;.;.;.;.;.;.;.;.;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;21;;;
2023;872;10;8;10028;6411;1;4106902;41;4;;;;;;;;;;;1991;2019;4;;;;;;;;;;;9;0;0;0;29;0;6;0;DDBAECABE;9DEADDEBC9EBD9BA9ACD9DADCCEB9;;;;;222;222.0;222.0;222.0;222.0;222.0;222.0;222.0;;;;;;;;;;;;.;.;.;.;.;.;.;.;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;21;;;
2023;872;10;8;10028;6411;1;4106902;41;4;;;;;;;;;;;1991;1997;4;;;;;;;;;;;9;0;0;0;29;0;1;0;DDBAECABE;CEBECAD9AAABCCDCDDADECDBCCBEB;;;;;222;222.0;222.0;222.0;222.0;222.0;222.0;222.0;;;;;;;;;;;;.;.;.;.;.;.;.;.;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;21;;;
2023;872;10;8;10028;6411;1;4106902;41;4;;;;;;;;;;;1991;2020;4;;;;;;;;;;;9;0;0;0;29;0;6;0;DDBAECABE;9DEADDEBC9EBD9BA9ACD9DADCCEB9;;;;;222;222.0;222.0;222.0;222.0;222.0;222.0;222.0;;;;;;;;;;;;.;.;.;.;.;.;.;.;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;21;;;
2023;872;10;8;10028;6411;1;4106902;41;4;;;;;;;;;;;1991;2019;4;;;;;;;;;;;9;0;0;0;29;0;8;0;DDBAECABE;B9D9BEAEE9C9BA99DED9A9CDCCDCA;;;;;222;222.0;222.0;222.0;222.0;222.0;222.0;222.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;21;;;
2023;872;10;8;10028;6411;1;4106902;41;4;;;;;;;;;;;1991;2020;4;;;;;;;;;;;9;0;0;0;29;0;5;0;DDBAECABE;DBDECECCADACAD9CADC9DC999BCBE;;;;;222;222.0;222.0;222.0;222.0;222.0;222.0;222.0;;;;;;;;;;;;.;.;.;.;.;.;.;.;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;21;;;
2023;872;10;8;10028;6411;1;4106902;41;4;;;;;;;;;;;1991;2020;1;;;;;;;;;;;9;0;0;0;29;0;6;0;DDBAECABE;9DEADDEBC9EBD9BA9ACD9DADCCEB9;;;;;222;222.0;222.0;222.0;222.0;222.0;222.0;222.0;;;;;;;;;;;;.;.;.;.;.;.;.;.;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;21;;;
2023;872;10;8;10028;6411;1;4106902;41;4;;;;;;;;;;;1991;2020;4;;;;;;;;;;;9;0;0;0;29;0;7;0;DDBAECABE;9CEB9EBACBAA9EDDEBC9CC99ABC9A;;;;;222;222.0;222.0;222.0;222.0;222.0;222.0;222.0;;;;;;;;;;;;.;.;.;.;.;.;.;.;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;21;;;
2023;872;10;8;10028;6411;1;4106902;41;4;;;;;;;;;;;1991;2023;4;;;;;;;;;;;9;0;0;0;29;0;5;0;DDBAECABE;DBDECECCADACAD9CADC9DC999BCBE;;;;;222;222.0;222.0;222.0;222.0;222.0;222.0;222.0;;;;;;;;;;;;.;.;.;.;.;.;.;.;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;21;;;
2023;872;10;8;10028;6411;1;4106902;41;4;;;;;;;;;;;1991;2022;4;;;;;;;;;;;9;0;0;0;29;0;5;0;DDBAECABE;DBDECECCADACAD9CADC9DC999BCBE;;;;;222;222.0;222.0;222.0;222.0;222.0;222.0;222.0;;;;;;;;;;;;.;.;.;.;.;.;.;.;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;21;;;
2023;872;10;8;10028;6411;1;4106902;41;4;;;;;;;;;;;1991;2019;4;;;;;;;;;;;9;0;0;0;29;0;7;0;DDBAECABE;BABED9EEBDCCB99C99DCC9DBEAD9A;;;;;222;222.0;222.0;222.0;222.0;222.0;222.0;222.0;;;;;;;;;;;;.;.;.;.;.;.;.;.;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;21;;;
2023;872;10;8;10028;6411;1;4106902;41;4;;;;;;;;;;;1991;2020;4;;;;;;;;;;;9;0;0;0;29;0;4;0;DDBAECABE;DC9DBA9CCDDC9DBEAAE9EDBABADEC;;;;;222;222.0;222.0;222.0;222.0;222.0;222.0;222.0;;;;;;;;;;;;.;.;.;.;.;.;.;.;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;21;;;
2023;64822;14;8;10028;6411;1;4318705;43;4;B;C;B;B;B;B;A;A;A;A;2012;2021;3;A;A;26.0;A;A;B;A;A;B;B;9;0;0;0;29;0;6;0;DDBAECABE;9DEADDEBC9EBD9BA9ACD9DADCCEB9;DDBAECAED;111111100.0;CECEEBADCEAABCBAEAAECABECBDAB;9E+28;555;555.0;555.0;555.0;555.0;333.0;555.0;333.0;31.4;67.1;77.8;47.1;47.0;58.0;45.0;19.5;21.7;0.0;0.0;D;E;D;C;D;C;D;C;C;C;A;B;5.0;6.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;4.0;6.0;6.0;4.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;4.0;5.0;5.0;5.0;5.0;5.0;6.0;5.0;6.0;5.0;6.0;5.0;5.0;6.0;5.0;5.0;5.0;6.0;6.0;6.0;6.0;F;23;A;A;A
2023;64822;14;8;10028;6411;1;4318705;43;4;B;C;B;B;B;B;A;A;A;A;2012;2020;4;A;A;26.0;A;A;B;A;A;B;B;9;0;0;0;29;0;5;0;DDBAECABE;DBDECECCADACAD9CADC9DC999BCBE;DDBBBCEAC;111001000.0;BEDEBEDEAADBBEDEDECCEBDADBCEE;1,101E+26;555;555.0;555.0;555.0;555.0;333.0;555.0;333.0;31.4;35.5;44.4;19.0;19.0;95.0;0.0;30.0;33.3;0.0;0.0;C;C;B;B;E;C;A;C;A;C;A;B;5.0;2.0;5.0;1.0;4.0;6.0;3.0;6.0;4.0;6.0;3.0;2.0;2.0;4.0;3.0;6.0;3.0;1.0;2.0;1.0;2.0;1.0;2.0;6.0;3.0;1.0;1.0;1.0;1.0;2.0;6.0;2.0;3.0;1.0;6.0;6.0;6.0;6.0;6.0;1.0;1.0;6.0;F;23;A;A;A
2023;64822;14;8;10028;6411;1;4318705;43;4;B;C;B;B;B;B;A;A;A;A;2012;2019;4;A;A;26.0;A;A;B;A;A;B;B;9;0;0;0;29;0;2;0;DDBAECABE;CBABBCCDEADB9BDBDA9EADEABCCCA;ADBACCDCC;11101000.0;AEAADAEDAEDDABBDEDAAADDCCDBCA;1,00001E+26;555;555.0;555.0;555.0;555.0;555.0;555.0;555.0;31.4;32.4;44.4;10.0;10.0;50.0;0.0;31.1;29.6;45.0;45.0;E;D;C;B;D;C;B;C;B;C;A;B;5.0;5.0;5.0;3.0;6.0;5.0;5.0;5.0;5.0;5.0;6.0;5.0;6.0;5.0;3.0;5.0;5.0;5.0;5.0;6.0;5.0;5.0;5.0;6.0;6.0;4.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;6.0;F;23;A;A;A
2023;64822;14;8;10028;6411;1;4318705;43;4;B;C;B;B;B;B;A;A;A;A;2012;2015;4;A;A;26.0;A;A;B;A;A;B;B;9;0;0;0;29;1;9;0;DDBAECABE;BBDEED99A9CA9B9998DEC99DCDCEB;DDBBEDCAE;111010001.0;BCCCCDBACEBEDAEABDEBBECDECBEA;1,00002E+28;555;555.0;555.0;555.0;555.0;555.0;555.0;555.0;31.4;52.1;55.6;45.6;46.0;50.0;45.0;24.5;21.1;55.0;55.0;D;A;B;B;D;C;C;D;C;C;A;B;5.0;6.0;5.0;5.0;6.0;6.0;5.0;6.0;5.0;5.0;6.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;4.0;3.0;6.0;5.0;5.0;6.0;6.0;1.0;1.0;5.0;5.0;4.0;5.0;5.0;5.0;5.0;4.0;4.0;5.0;5.0;6.0;5.0;5.0;5.0;F;23;A;A;A
2023;64822;14;8;10028;6411;1;4318705;43;4;B;C;B;B;B;B;A;A;A;A;2012;2019;4;A;A;26.0;A;A;B;A;A;B;B;9;0;0;0;29;0;7;0;DDBAECABE;BABED9EEBDCCB99C99DCC9DBEAD9A;DDAEDDCDD;110000000.0;ACDCDCDDEDCDADBCDDDDACDEACACA;1,90001E+24;555;555.0;555.0;555.0;555.0;555.0;555.0;555.0;31.4;29.3;22.2;42.5;43.0;73.0;35.0;32.1;31.8;35.0;35.0;.;.;.;.;.;.;.;.;.;C;A;B;5.0;5.0;6.0;6.0;5.0;4.0;5.0;5.0;5.0;6.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;4.0;5.0;5.0;5.0;4.0;4.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;4.0;5.0;5.0;5.0;5.0;5.0;F;23;A;A;A
2023;64822;14;8;10028;6411;1;4318705;43;4;B;C;B;B;B;B;A;A;A;A;2012;2020;4;A;A;26.0;A;A;B;A;A;B;B;9;0;0;0;29;0;3;0;DDBAECABE;9EC9CBDBCEABEADD9EADDEAEADEBD;AEEBEECAD;10000.0;CDCEDDDDEEBCEDABEECCDBDDADEBE;9,019E+28;555;555.0;555.0;555.0;555.0;555.0;555.0;555.0;31.4;18.6;11.1;32.5;33.0;73.0;23.0;35.7;38.5;10.0;10.0;.;.;.;.;.;.;.;.;.;C;A;B;5.0;5.0;6.0;6.0;6.0;6.0;5.0;5.0;5.0;6.0;5.0;5.0;5.0;5.0;5.0;6.0;5.0;8.0;8.0;8.0;5.0;6.0;6.0;6.0;6.0;8.0;8.0;6.0;5.0;5.0;5.0;6.0;6.0;5.0;6.0;6.0;5.0;6.0;6.0;6.0;8.0;6.0;F;23;A;A;A
2023;64822;14;8;10028;6411;1;4318705;43;4;B;C;B;B;B;B;A;A;A;A;2012;2019;3;A;A;26.0;A;A;B;A;A;B;B;9;0;0;0;29;1;4;0;DDBAECABE;DADEEEC9AB9BCCCE8DCBCC9B9AADA;CDCBEDBCA;10010000.0;DAEAAEBBBDDCBBDDCAABCCEAABDEA;1,10001E+28;555;555.0;555.0;555.0;555.0;555.0;555.0;555.0;31.4;25.5;22.2;31.5;32.0;58.0;25.0;33.3;29.2;70.0;70.0;D;C;B;B;D;C;A;B;B;C;A;B;5.0;6.0;6.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;4.0;5.0;5.0;5.0;5.0;5.0;5.0;4.0;5.0;7.0;5.0;5.0;5.0;5.0;5.0;7.0;7.0;5.0;5.0;4.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;7.0;5.0;4.0;6.0;F;23;A;A;A
2023;64822;14;8;10028;6411;1;4318705;43;4;B;C;B;B;B;B;A;A;A;A;2012;2022;4;A;A;26.0;A;A;B;A;A;B;B;9;0;0;0;29;0;3;0;DDBAECABE;DBE9C9DAACCAAEEDCCAEDCBED9BBB;DCCBCCCBD;100001010.0;BCEECABECEEBCCEECDBABADEDBDBB;1,919E+26;555;555.0;555.0;555.0;555.0;555.0;555.0;555.0;31.4;31.4;33.3;27.9;28.0;68.0;18.0;31.4;30.8;36.7;37.0;D;A;D;B;D;D;C;C;B;C;A;B;5.0;6.0;5.0;6.0;6.0;5.0;6.0;5.0;5.0;6.0;5.0;6.0;6.0;5.0;5.0;5.0;6.0;5.0;6.0;5.0;6.0;5.0;5.0;6.0;6.0;8.0;8.0;5.0;5.0;5.0;6.0;6.0;5.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;6.0;F;23;A;A;A
2023;64822;14;8;10028;6411;1;4318705;43;4;B;C;B;B;B;B;A;A;A;A;2012;2016;4;A;A;26.0;A;A;B;A;A;B;B;9;0;0;0;29;0;4;0;DDBAECABE;BAACCACBDEEBC99DCCAECDDAE9DB9;DDEEDBDCA;110000000.0;AECBAADCBEDBADECECADBEDEDBDBB;1,0001E+23;555;555.0;555.0;555.0;555.0;555.0;555.0;555.0;31.4;27.9;22.2;38.4;38.0;60.0;33.0;32.6;32.0;37.5;38.0;C;C;C;B;D;D;B;C;C;C;A;B;5.0;5.0;5.0;5.0;6.0;5.0;5.0;5.0;5.0;6.0;5.0;5.0;5.0;3.0;4.0;6.0;3.0;2.0;4.0;1.0;3.0;4.0;6.0;6.0;6.0;4.0;1.0;6.0;5.0;5.0;5.0;6.0;5.0;6.0;5.0;2.0;2.0;2.0;6.0;6.0;2.0;5.0;F;23;A;A;A
2023;64822;14;8;10028;6411;1;4318705;43;4;B;C;B;B;B;B;A;A;A;A;2012;2022;3;A;A;26.0;A;A;B;A;A;B;B;9;0;0;0;29;0;8;0;DDBAECABE;9E9DA9C9DCCDDBAA9B9DBD9E9EEDC;BBCDECADD;11100.0;AEEDAACCDABBBACABACBBADDCBAAA;9,19119E+28;555;555.0;555.0;555.0;555.0;336.0;555.0;336.0;31.4;35.7;33.3;40.1;40.0;73.0;32.0;30.0;33.3;0.0;0.0;C;C;D;B;D;C;C;C;C;C;A;B;5.0;6.0;5.0;4.0;3.0;6.0;6.0;4.0;4.0;4.0;2.0;2.0;6.0;1.0;3.0;4.0;5.0;5.0;6.0;6.0;6.0;5.0;3.0;4.0;5.0;1.0;1.0;6.0;4.0;5.0;5.0;5.0;6.0;5.0;6.0;6.0;6.0;6.0;1.0;3.0;2.0;6.0;F;23;A;A;A
2023;64822;14;8;10028;6411;1;4318705;43;4;B;C;B;B;B;B;A;A;A;A;2012;2019;4;A;A;26.0;A;A;B;A;A;B;B;9;0;0;0;29;0;6;0;DDBAECABE;9DEADDEBC9EBD9BA9ACD9DADCCEB9;DDAAEBCAD;110110000.0;CDDCEDEDCCCCACAAEDEEADACAEDDB;9,10001E+28;555;555.0;555.0;555.0;555.0;333.0;555.0;333.0;31.4;43.2;44.4;40.9;41.0;83.0;31.0;27.4;30.4;0.0;0.0;C;C;B;E;C;B;A;D;A;C;A;B;5.0;3.0;4.0;3.0;4.0;5.0;3.0;3.0;3.0;3.0;2.0;3.0;3.0;3.0;3.0;4.0;4.0;3.0;4.0;3.0;4.0;4.0;3.0;3.0;5.0;1.0;1.0;5.0;5.0;3.0;4.0;3.0;4.0;4.0;5.0;3.0;4.0;3.0;3.0;4.0;2.0;5.0;F;23;A;A;A
2023;64822;14;8;10028;6411;1;4318705;43;4;B;C;B;B;B;B;A;A;A;A;2012;2016;3;A;A;26.0;A;A;B;A;A;B;B;9;0;0;0;29;1;7;0;DDBAECABE;AAECBADB99ABD9D9EDD98C9DECA9B;ADBAECEBD;11111010.0;DBDEAEDDDEACBADAEAEADDDBABACA;1,0991E+22;555;555.0;555.0;555.0;555.0;555.0;555.0;555.0;31.4;61.4;66.7;51.5;52.0;58.0;50.0;21.4;23.8;0.0;0.0;D;C;B;B;D;D;A;D;A;C;A;B;5.0;5.0;5.0;5.0;5.0;3.0;4.0;5.0;4.0;4.0;4.0;5.0;4.0;4.0;5.0;5.0;4.0;3.0;3.0;7.0;3.0;3.0;5.0;8.0;5.0;7.0;7.0;7.0;5.0;3.0;5.0;5.0;4.0;3.0;5.0;8.0;8.0;4.0;4.0;7.0;7.0;4.0;F;23;A;A;A
2023;64822;14;8;10028;6411;1;4318705;43;4;B;C;B;B;B;B;A;A;A;A;2012;2020;4;A;A;26.0;A;A;B;A;A;B;B;9;0;0;0;29;1;7;0;DDBAECABE;AAECBADB99ABD9D9EDD98C9DECA9B;DBBCECCBE;101011011.0;CCDCCCCCCCCBDDCCCCCCCCCCCCCCC;1,0001E+25;555;555.0;555.0;555.0;555.0;333.0;555.0;333.0;31.4;61.2;66.7;51.0;51.0;55.0;50.0;21.4;23.8;0.0;0.0;B;B;C;A;A;C;A;C;B;C;A;B;5.0;5.0;5.0;5.0;6.0;6.0;5.0;6.0;6.0;5.0;6.0;5.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;6.0;6.0;6.0;6.0;6.0;5.0;3.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;4.0;5.0;4.0;5.0;6.0;6.0;6.0;6.0;F;23;A;A;A
2023;64822;14;8;10028;6411;1;4318705;43;4;B;C;B;B;B;B;A;A;A;A;2012;2018;4;A;A;26.0;A;A;B;A;A;B;B;9;0;0;0;29;0;6;0;DDBAECABE;9DEADDEBC9EBD9BA9ACD9DADCCEB9;DDCAACABB;110101110.0;CDCEDDCACBADBEBCDACECEECDDCCC;9,10011E+28;555;555.0;555.0;333.0;555.0;333.0;333.0;333.0;31.4;43.4;66.7;0.0;0.0;0.0;0.0;27.4;30.4;0.0;0.0;B;C;C;E;D;C;B;D;B;C;A;B;5.0;5.0;5.0;6.0;6.0;6.0;5.0;6.0;5.0;6.0;4.0;4.0;6.0;3.0;6.0;6.0;6.0;2.0;6.0;5.0;6.0;5.0;6.0;6.0;8.0;6.0;6.0;6.0;6.0;4.0;5.0;6.0;6.0;5.0;5.0;4.0;5.0;4.0;6.0;6.0;3.0;3.0;F;23;A;A;A
2023;64822;14;8;10028;6411;1;4318705;43;4;B;C;B;B;B;B;A;A;A;A;2012;2017;4;A;A;26.0;A;A;B;A;A;B;B;9;0;0;0;29;1;4;0;DDBAECABE;DADEEEC9AB9BCCCE8DCBCC9B9AADA;ADBBEC*DD;11011000.0;CCEDCCCDEDBCCACECCCDEAADAAEDE;1,9009E+22;555;555.0;555.0;555.0;555.0;555.0;555.0;555.0;31.4;37.5;44.4;24.7;25.0;68.0;14.0;29.3;29.2;30.0;30.0;C;C;B;B;C;C;A;C;B;C;A;B;5.0;3.0;5.0;1.0;3.0;5.0;5.0;4.0;5.0;5.0;3.0;3.0;5.0;4.0;5.0;4.0;2.0;5.0;1.0;3.0;2.0;1.0;2.0;4.0;5.0;2.0;1.0;1.0;1.0;2.0;2.0;3.0;5.0;5.0;6.0;2.0;1.0;6.0;6.0;5.0;3.0;6.0;F;23;A;A;A
